Year,Month,Day,Rank,Title,Principal,Collaborator,Peak_position,Weeks_in_chart
2018,06,23,4,Dura,Daddy Yankee,,3,21
2018,06,23,5,X,Nicky Jam,J Balvin,2,15
2018,06,23,6,Mi Gente,J Balvin,Willy William,1,50
2018,06,23,6,Mi Gente,J Balvin,Beyonce,1,50
2018,06,23,7,El Farsante,Ozuna,Romeo Santos,1,30
2018,06,23,8,Sin Pijama,Becky G,Natti Natasha,8,8
2018,06,23,9,Me Niego,Reik,Ozuna,8,16
2018,06,23,9,Me Niego,Reik,Wisin,8,16
2018,06,23,10,Oye Mujer,Raymix,,9,9
2018,06,23,11,Scooby Doo Pa Pa,DJ Kass,,6,18
2018,06,23,12,La Modelo,Ozuna,Cardi B,3,25
2018,06,23,13,Criminal,Natti Natasha,Ozuna,5,41
2018,06,23,14,Siguelo Bailando,Ozuna,,13,23
2018,06,23,15,Unica,Ozuna,,8,7
2018,06,23,16,Echame La Culpa,Luis Fonsi,Demi Lovato,3,30
2018,06,23,17,Mayores,Becky G,Bad Bunny,3,48
2018,06,23,18,Corazon,Maluma,Nego do Borel,6,27
2018,06,23,19,Soy Peor,Bad Bunny,,12,41
2018,06,23,20,Escapate Conmigo,Wisin,Ozuna,3,60
2018,06,23,21,Madura,Cosculluela,Bad Bunny,11,4
2018,06,23,22,Pa Mi,Tory Lanez,Ozuna,22,1
2018,06,23,23,Tu Postura,Banda Sinaloense MS de Sergio Lizarraga,,18,7
2018,06,23,24,Amorfoda,Bad Bunny,,7,17
2018,06,23,25,Felices Los 4,Maluma,,2,60
2018,06,30,1,Te Bote,Casper Magico,Nio Garcia,1,8
2018,06,30,1,Te Bote,Casper Magico,Darell,1,8
2018,06,30,1,Te Bote,Casper Magico,Nicky Jam,1,8
2018,06,30,1,Te Bote,Casper Magico,Ozuna,1,8
2018,06,30,1,Te Bote,Casper Magico,Bad Bunny,1,8
2018,06,30,2,Despacito,Luis Fonsi,Daddy Yankee,1,75
2018,06,30,2,Despacito,Luis Fonsi,Justin Bieber,1,75
2018,06,30,3,Dame Tu Cosita,Pitbull,El Chombo,1,10
2018,06,30,3,Dame Tu Cosita,Pitbull,Karol G,1,10
2018,06,30,3,Dame Tu Cosita,Pitbull,Cutty Ranks,1,10
2018,06,30,4,Dura,Daddy Yankee,,3,22
2018,06,30,5,Mi Gente,J Balvin,Willy William,1,51
2018,06,30,5,Mi Gente,J Balvin,Beyonce,1,51
2018,06,30,6,X,Nicky Jam,J Balvin,2,16
2018,06,30,7,El Farsante,Ozuna,Romeo Santos,1,31
2018,06,30,8,Sin Pijama,Becky G,Natti Natasha,8,9
2018,06,30,9,Oye Mujer,Raymix,,9,10
2018,06,30,10,Scooby Doo Pa Pa,DJ Kass,,6,19
2018,06,30,11,La Modelo,Ozuna,Cardi B,3,26
2018,06,30,12,Criminal,Natti Natasha,Ozuna,5,42
2018,06,30,13,Me Niego,Reik,Ozuna,8,17
2018,06,30,13,Me Niego,Reik,Wisin,8,17
2018,06,30,14,Unica,Ozuna,,8,8
2018,06,30,15,Siguelo Bailando,Ozuna,,13,24
2018,06,30,16,Mayores,Becky G,Bad Bunny,3,49
2018,06,30,17,Soy Peor,Bad Bunny,,12,42
2018,06,30,18,Clandestino,Shakira,Maluma,18,1
2018,06,30,19,Echame La Culpa,Luis Fonsi,Demi Lovato,3,31
2018,06,30,20,Madura,Cosculluela,Bad Bunny,11,5
2018,06,30,21,Tu Postura,Banda Sinaloense MS de Sergio Lizarraga,,18,8
2018,06,30,22,Ahora Dice,Chris Jeday,Anuel,4,56
2018,06,30,22,Ahora Dice,Chris Jeday,Cardi B,4,56
2018,06,30,22,Ahora Dice,Chris Jeday,Offset,4,56
2018,06,30,22,Ahora Dice,Chris Jeday,J Balvin,4,56
2018,06,30,22,Ahora Dice,Chris Jeday,Ozuna,4,56
2018,06,30,22,Ahora Dice,Chris Jeday,Arcangel,4,56
2018,06,30,23,Felices Los 4,Maluma,,2,61
2018,06,30,24,El Color de Tus Ojos,Banda Sinaloense MS de Sergio Lizarraga,,19,6
2018,06,30,25,Corazon,Maluma,Nego do Borel,6,28
2018,07,07,1,Te Bote,Casper Magico,Nio Garcia,1,9
2018,07,07,1,Te Bote,Casper Magico,Darell,1,9
2018,07,07,1,Te Bote,Casper Magico,Nicky Jam,1,9
2018,07,07,1,Te Bote,Casper Magico,Ozuna,1,9
2018,07,07,1,Te Bote,Casper Magico,Bad Bunny,1,9
2018,07,07,2,Despacito,Luis Fonsi,Daddy Yankee,1,76
2018,07,07,2,Despacito,Luis Fonsi,Justin Bieber,1,76
2018,07,07,3,Dura,Daddy Yankee,,3,23
2018,07,07,4,Mi Gente,J Balvin,Willy William,1,52
2018,07,07,4,Mi Gente,J Balvin,Beyonce,1,52
2018,07,07,5,Dame Tu Cosita,Pitbull,El Chombo,1,11
2018,07,07,5,Dame Tu Cosita,Pitbull,Karol G,1,11
2018,07,07,5,Dame Tu Cosita,Pitbull,Cutty Ranks,1,11
2018,07,07,6,El Farsante,Ozuna,Romeo Santos,1,32
2018,07,07,7,X,Nicky Jam,J Balvin,2,17
2018,07,07,8,Sin Pijama,Becky G,Natti Natasha,8,10
2018,07,07,9,Oye Mujer,Raymix,,9,11
2018,07,07,10,La Modelo,Ozuna,Cardi B,3,27
2018,07,07,11,Criminal,Natti Natasha,Ozuna,5,43
2018,07,07,12,Scooby Doo Pa Pa,DJ Kass,,6,20
2018,07,07,13,Me Niego,Reik,Ozuna,8,18
2018,07,07,13,Me Niego,Reik,Wisin,8,18
2018,07,07,14,Siguelo Bailando,Ozuna,,13,25
2018,07,07,15,Unica,Ozuna,,8,9
2018,07,07,16,Escapate Conmigo,Wisin,Ozuna,3,61
2018,07,07,17,Mayores,Becky G,Bad Bunny,3,50
2018,07,07,18,Corazon,Maluma,Nego do Borel,6,29
2018,07,07,19,Soy Peor,Bad Bunny,,12,43
2018,07,07,20,Tu Postura,Banda Sinaloense MS de Sergio Lizarraga,,18,9
2018,07,07,21,Echame La Culpa,Luis Fonsi,Demi Lovato,3,32
2018,07,07,22,El Color de Tus Ojos,Banda Sinaloense MS de Sergio Lizarraga,,19,7
2018,07,07,23,Madura,Cosculluela,Bad Bunny,11,6
2018,07,07,24,Felices Los 4,Maluma,,2,62
2018,07,07,25,Asesina,Brytiago ,Darell ,25,1
2018,07,07,25,Asesina,Brytiago ,Daddy Yankee ,25,1
2018,07,07,25,Asesina,Brytiago ,Ozuna ,25,1
2018,07,07,25,Asesina,Brytiago ,Anuel AA,25,1
2018,07,14,1,Te Bote,Casper Magico,Nio Garcia,1,10
2018,07,14,1,Te Bote,Casper Magico,Darell,1,10
2018,07,14,1,Te Bote,Casper Magico,Nicky Jam,1,10
2018,07,14,1,Te Bote,Casper Magico,Ozuna,1,10
2018,07,14,1,Te Bote,Casper Magico,Bad Bunny,1,10
2018,07,14,2,Despacito,Luis Fonsi,Daddy Yankee,1,77
2018,07,14,2,Despacito,Luis Fonsi,Justin Bieber,1,77
2018,07,14,3,X,Nicky Jam,J Balvin,2,18
2018,07,14,4,Dura,Daddy Yankee,,3,24
2018,07,14,5,Mi Gente,J Balvin,Willy William,1,53
2018,07,14,5,Mi Gente,J Balvin,Beyonce,1,53
2018,07,14,6,El Farsante,Ozuna,Romeo Santos,1,33
2018,07,14,7,Sin Pijama,Becky G,Natti Natasha,7,11
2018,07,14,8,Estamos Bien,Bad Bunny,,8,1
2018,07,14,9,Dame Tu Cosita,Pitbull,El Chombo,1,12
2018,07,14,9,Dame Tu Cosita,Pitbull,Karol G,1,12
2018,07,14,9,Dame Tu Cosita,Pitbull,Cutty Ranks,1,12
2018,07,14,10,Me Niego,Reik,Ozuna,8,19
2018,07,14,10,Me Niego,Reik,Wisin,8,19
2018,07,14,11,Oye Mujer,Raymix,,9,12
2018,07,14,12,La Modelo,Ozuna,Cardi B,3,28
2018,07,14,13,Criminal,Natti Natasha,Ozuna,5,44
2018,07,14,14,Unica,Ozuna,,8,10
2018,07,14,15,Escapate Conmigo,Wisin,Ozuna,3,62
2018,07,14,16,Scooby Doo Pa Pa,DJ Kass,,6,21
2018,07,14,17,Soy Peor,Bad Bunny,,12,44
2018,07,14,18,Asesina,Brytiago ,Darell ,18,2
2018,07,14,18,Asesina,Brytiago ,Daddy Yankee ,18,2
2018,07,14,18,Asesina,Brytiago ,Ozuna ,18,2
2018,07,14,18,Asesina,Brytiago ,Anuel AA,18,2
2018,07,14,19,Mayores,Becky G,Bad Bunny,3,51
2018,07,14,20,Clandestino,Shakira,Maluma,18,2
2018,07,14,21,Echame La Culpa,Luis Fonsi,Demi Lovato,3,33
2018,07,14,22,No Es Justo,J Balvin,Zion-Lennox,22,1
2018,07,14,23,Corazon,Maluma,Nego do Borel,6,30
2018,07,14,24,Felices Los 4,Maluma,,2,63
2018,07,14,25,Madura,Cosculluela,Bad Bunny,11,7
2018,07,21,1,Te Bote,Casper Magico,Nio Garcia,1,11
2018,07,21,1,Te Bote,Casper Magico,Darell,1,11
2018,07,21,1,Te Bote,Casper Magico,Nicky Jam,1,11
2018,07,21,1,Te Bote,Casper Magico,Ozuna,1,11
2018,07,21,1,Te Bote,Casper Magico,Bad Bunny,1,11
2018,07,21,2,Despacito,Luis Fonsi,Daddy Yankee,1,78
2018,07,21,2,Despacito,Luis Fonsi,Justin Bieber,1,78
2018,07,21,3,X,Nicky Jam,J Balvin,2,19
2018,07,21,4,Dura,Daddy Yankee,,3,25
2018,07,21,5,Mi Gente,J Balvin,Willy William,1,54
2018,07,21,5,Mi Gente,J Balvin,Beyonce,1,54
2018,07,21,6,El Farsante,Ozuna,Romeo Santos,1,34
2018,07,21,7,Sin Pijama,Becky G,Natti Natasha,7,12
2018,07,21,8,Estamos Bien,Bad Bunny,,8,2
2018,07,21,9,Me Niego,Reik,Ozuna,8,20
2018,07,21,9,Me Niego,Reik,Wisin,8,20
2018,07,21,10,Oye Mujer,Raymix,,9,13
2018,07,21,11,Dame Tu Cosita,Pitbull,El Chombo,1,13
2018,07,21,11,Dame Tu Cosita,Pitbull,Karol G,1,13
2018,07,21,11,Dame Tu Cosita,Pitbull,Cutty Ranks,1,13
2018,07,21,12,La Modelo,Ozuna,Cardi B,3,29
2018,07,21,13,Criminal,Natti Natasha,Ozuna,5,45
2018,07,21,14,Unica,Ozuna,,8,11
2018,07,21,15,Asesina,Brytiago ,Darell ,15,3
2018,07,21,15,Asesina,Brytiago ,Daddy Yankee ,15,3
2018,07,21,15,Asesina,Brytiago ,Ozuna ,15,3
2018,07,21,15,Asesina,Brytiago ,Anuel AA,15,3
2018,07,21,16,Escapate Conmigo,Wisin,Ozuna,3,63
2018,07,21,17,Soy Peor,Bad Bunny,,12,45
2018,07,21,18,Clandestino,Shakira,Maluma,18,3
2018,07,21,19,No Es Justo,J Balvin,Zion-Lennox,19,2
2018,07,21,20,Scooby Doo Pa Pa,DJ Kass,,6,22
2018,07,21,21,Mayores,Becky G,Bad Bunny,3,52
2018,07,21,22,Echame La Culpa,Luis Fonsi,Demi Lovato,3,34
2018,07,21,23,Solita,Almighty,Ozuna,23,2
2018,07,21,23,Solita,Almighty,Bad Bunny,23,2
2018,07,21,23,Solita,Almighty,Wisin,23,2
2018,07,21,24,Felices Los 4,Maluma,,2,64
2018,07,21,25,Madura,Cosculluela,Bad Bunny,11,8
2018,07,28,1,Te Bote,Casper Magico,Nio Garcia,1,12
2018,07,28,1,Te Bote,Casper Magico,Darell,1,12
2018,07,28,1,Te Bote,Casper Magico,Nicky Jam,1,12
2018,07,28,1,Te Bote,Casper Magico,Ozuna,1,12
2018,07,28,1,Te Bote,Casper Magico,Bad Bunny,1,12
2018,07,28,2,Despacito,Luis Fonsi,Daddy Yankee,1,79
2018,07,28,2,Despacito,Luis Fonsi,Justin Bieber,1,79
2018,07,28,3,X,Nicky Jam,J Balvin,2,20
2018,07,28,4,Dura,Daddy Yankee,,3,26
2018,07,28,5,Mi Gente,J Balvin,Willy William,1,55
2018,07,28,5,Mi Gente,J Balvin,Beyonce,1,55
2018,07,28,6,El Farsante,Ozuna,Romeo Santos,1,35
2018,07,28,7,Sin Pijama,Becky G,Natti Natasha,7,13
2018,07,28,8,Estamos Bien,Bad Bunny,,8,3
2018,07,28,9,Dame Tu Cosita,Pitbull,El Chombo,1,14
2018,07,28,9,Dame Tu Cosita,Pitbull,Karol G,1,14
2018,07,28,9,Dame Tu Cosita,Pitbull,Cutty Ranks,1,14
2018,07,28,10,Oye Mujer,Raymix,,9,14
2018,07,28,11,Me Niego,Reik,Ozuna,8,21
2018,07,28,11,Me Niego,Reik,Wisin,8,21
2018,07,28,12,La Modelo,Ozuna,Cardi B,3,30
2018,07,28,13,Criminal,Natti Natasha,Ozuna,5,46
2018,07,28,14,Bella,Wolfine,,14,1
2018,07,28,15,Mi Cama,Karol G,J Balvin,15,1
2018,07,28,15,Mi Cama,Karol G,Nicky Jam,15,1
2018,07,28,16,Unica,Ozuna,,8,12
2018,07,28,17,Asesina,Brytiago ,Darell ,15,4
2018,07,28,17,Asesina,Brytiago ,Daddy Yankee ,15,4
2018,07,28,17,Asesina,Brytiago ,Ozuna ,15,4
2018,07,28,17,Asesina,Brytiago ,Anuel AA,15,4
2018,07,28,18,Escapate Conmigo,Wisin,Ozuna,3,64
2018,07,28,19,Soy Peor,Bad Bunny,,12,46
2018,07,28,20,No Es Justo,J Balvin,Zion-Lennox,19,3
2018,07,28,21,Clandestino,Shakira,Maluma,18,4
2018,07,28,22,Mayores,Becky G,Bad Bunny,3,53
2018,07,28,23,Solita,Almighty,Ozuna,23,3
2018,07,28,23,Solita,Almighty,Bad Bunny,23,3
2018,07,28,23,Solita,Almighty,Wisin,23,3
2018,07,28,24,Felices Los 4,Maluma,,2,65
2018,07,28,25,Echame La Culpa,Luis Fonsi,Demi Lovato,3,35
2018,08,04,1,Despacito,Luis Fonsi,Daddy Yankee,1,80
2018,08,04,1,Despacito,Luis Fonsi,Justin Bieber,1,80
2018,08,04,2,Te Bote,Casper Magico,Nio Garcia,1,13
2018,08,04,2,Te Bote,Casper Magico,Darell,1,13
2018,08,04,2,Te Bote,Casper Magico,Nicky Jam,1,13
2018,08,04,2,Te Bote,Casper Magico,Ozuna,1,13
2018,08,04,2,Te Bote,Casper Magico,Bad Bunny,1,13
2018,08,04,3,X,Nicky Jam,J Balvin,2,21
2018,08,04,4,Mi Gente,J Balvin,Willy William,1,56
2018,08,04,4,Mi Gente,J Balvin,Beyonce,1,56
2018,08,04,5,Dura,Daddy Yankee,,3,27
2018,08,04,6,El Farsante,Ozuna,Romeo Santos,1,36
2018,08,04,7,Sin Pijama,Becky G,Natti Natasha,7,14
2018,08,04,8,Estamos Bien,Bad Bunny,,8,4
2018,08,04,9,Oye Mujer,Raymix,,9,15
2018,08,04,10,Dame Tu Cosita,Pitbull,El Chombo,1,15
2018,08,04,10,Dame Tu Cosita,Pitbull,Karol G,1,15
2018,08,04,10,Dame Tu Cosita,Pitbull,Cutty Ranks,1,15
2018,08,04,11,Mi Cama,Karol G,J Balvin,11,2
2018,08,04,11,Mi Cama,Karol G,Nicky Jam,11,2
2018,08,04,12,No Es Justo,J Balvin,Zion-Lennox,12,4
2018,08,04,13,La Modelo,Ozuna,Cardi B,3,31
2018,08,04,14,Criminal,Natti Natasha,Ozuna,5,47
2018,08,04,15,Bella,Wolfine,,14,2
2018,08,04,16,Brindemos,Anuel AA,Ozuna,16,1
2018,08,04,17,Me Niego,Reik,Ozuna,8,22
2018,08,04,17,Me Niego,Reik,Wisin,8,22
2018,08,04,18,Asesina,Brytiago ,Darell ,15,5
2018,08,04,18,Asesina,Brytiago ,Daddy Yankee ,15,5
2018,08,04,18,Asesina,Brytiago ,Ozuna ,15,5
2018,08,04,18,Asesina,Brytiago ,Anuel AA,15,5
2018,08,04,19,Unica,Ozuna,,8,13
2018,08,04,20,Escapate Conmigo,Wisin,Ozuna,3,65
2018,08,04,21,Soy Peor,Bad Bunny,,12,47
2018,08,04,22,Mayores,Becky G,Bad Bunny,3,54
2018,08,04,23,Clandestino,Shakira,Maluma,18,5
2018,08,04,24,Echame La Culpa,Luis Fonsi,Demi Lovato,3,36
2018,08,04,25,Felices Los 4,Maluma,,2,66
2018,08,11,1,Despacito,Luis Fonsi,Daddy Yankee,1,81
2018,08,11,1,Despacito,Luis Fonsi,Justin Bieber,1,81
2018,08,11,2,Te Bote,Casper Magico,Nio Garcia,1,14
2018,08,11,2,Te Bote,Casper Magico,Darell,1,14
2018,08,11,2,Te Bote,Casper Magico,Nicky Jam,1,14
2018,08,11,2,Te Bote,Casper Magico,Ozuna,1,14
2018,08,11,2,Te Bote,Casper Magico,Bad Bunny,1,14
2018,08,11,3,X,Nicky Jam,J Balvin,2,22
2018,08,11,4,Mi Gente,J Balvin,Willy William,1,57
2018,08,11,4,Mi Gente,J Balvin,Beyonce,1,57
2018,08,11,5,Dura,Daddy Yankee,,3,28
2018,08,11,6,El Farsante,Ozuna,Romeo Santos,1,37
2018,08,11,7,Sin Pijama,Becky G,Natti Natasha,7,15
2018,08,11,8,Oye Mujer,Raymix,,8,16
2018,08,11,9,Estamos Bien,Bad Bunny,,8,5
2018,08,11,10,Dame Tu Cosita,Pitbull,El Chombo,1,16
2018,08,11,10,Dame Tu Cosita,Pitbull,Karol G,1,16
2018,08,11,10,Dame Tu Cosita,Pitbull,Cutty Ranks,1,16
2018,08,11,11,Clandestino,Shakira,Maluma,11,6
2018,08,11,12,Bella,Wolfine,,12,3
2018,08,11,13,No Es Justo,J Balvin,Zion-Lennox,12,5
2018,08,11,14,Brindemos,Anuel AA,Ozuna,14,2
2018,08,11,15,Mi Cama,Karol G,J Balvin,11,3
2018,08,11,15,Mi Cama,Karol G,Nicky Jam,11,3
2018,08,11,16,La Modelo,Ozuna,Cardi B,3,32
2018,08,11,17,Criminal,Natti Natasha,Ozuna,5,48
2018,08,11,18,Asesina,Brytiago ,Darell ,15,6
2018,08,11,18,Asesina,Brytiago ,Daddy Yankee ,15,6
2018,08,11,18,Asesina,Brytiago ,Ozuna ,15,6
2018,08,11,18,Asesina,Brytiago ,Anuel AA,15,6
2018,08,11,19,Unica,Ozuna,,8,14
2018,08,11,20,Me Niego,Reik,Ozuna,8,23
2018,08,11,20,Me Niego,Reik,Wisin,8,23
2018,08,11,21,Escapate Conmigo,Wisin,Ozuna,3,66
2018,08,11,22,Soy Peor,Bad Bunny,,12,48
2018,08,11,23,Mayores,Becky G,Bad Bunny,3,55
2018,08,11,24,La Chona,Los Tucanes de Tijuana,,24,1
2018,08,11,25,Echame La Culpa,Luis Fonsi,Demi Lovato,3,37
2018,08,18,1,Despacito,Luis Fonsi,Daddy Yankee,1,82
2018,08,18,1,Despacito,Luis Fonsi,Justin Bieber,1,82
2018,08,18,2,Te Bote,Casper Magico,Nio Garcia,1,15
2018,08,18,2,Te Bote,Casper Magico,Darell,1,15
2018,08,18,2,Te Bote,Casper Magico,Nicky Jam,1,15
2018,08,18,2,Te Bote,Casper Magico,Ozuna,1,15
2018,08,18,2,Te Bote,Casper Magico,Bad Bunny,1,15
2018,08,18,3,Mi Gente,J Balvin,Willy William,1,58
2018,08,18,3,Mi Gente,J Balvin,Beyonce,1,58
2018,08,18,4,X,Nicky Jam,J Balvin,2,23
2018,08,18,5,Dura,Daddy Yankee,,3,29
2018,08,18,6,El Farsante,Ozuna,Romeo Santos,1,38
2018,08,18,7,Sin Pijama,Becky G,Natti Natasha,7,16
2018,08,18,8,Oye Mujer,Raymix,,8,17
2018,08,18,9,Clandestino,Shakira,Maluma,9,7
2018,08,18,10,Dame Tu Cosita,Pitbull,El Chombo,1,17
2018,08,18,10,Dame Tu Cosita,Pitbull,Karol G,1,17
2018,08,18,10,Dame Tu Cosita,Pitbull,Cutty Ranks,1,17
2018,08,18,11,Estamos Bien,Bad Bunny,,8,6
2018,08,18,12,No Es Justo,J Balvin,Zion-Lennox,12,6
2018,08,18,13,La Modelo,Ozuna,Cardi B,3,33
2018,08,18,14,Asesina,Brytiago ,Darell ,14,7
2018,08,18,14,Asesina,Brytiago ,Daddy Yankee ,14,7
2018,08,18,14,Asesina,Brytiago ,Ozuna ,14,7
2018,08,18,14,Asesina,Brytiago ,Anuel AA,14,7
2018,08,18,15,Criminal,Natti Natasha,Ozuna,5,49
2018,08,18,16,Bella,Wolfine,,12,4
2018,08,18,17,Unica,Ozuna,,8,15
2018,08,18,18,Brindemos,Anuel AA,Ozuna,14,3
2018,08,18,19,Mi Cama,Karol G,J Balvin,11,4
2018,08,18,19,Mi Cama,Karol G,Nicky Jam,11,4
2018,08,18,20,Escapate Conmigo,Wisin,Ozuna,3,67
2018,08,18,21,Me Niego,Reik,Ozuna,8,24
2018,08,18,21,Me Niego,Reik,Wisin,8,24
2018,08,18,22,La Chona,Los Tucanes de Tijuana,,22,2
2018,08,18,23,Soy Peor,Bad Bunny,,12,49
2018,08,18,24,Mayores,Becky G,Bad Bunny,3,56
2018,08,18,25,Madura,Cosculluela,Bad Bunny,11,9
2018,08,25,1,Despacito,Luis Fonsi,Daddy Yankee,1,83
2018,08,25,1,Despacito,Luis Fonsi,Justin Bieber,1,83
2018,08,25,2,Te Bote,Casper Magico,Nio Garcia,1,16
2018,08,25,2,Te Bote,Casper Magico,Darell,1,16
2018,08,25,2,Te Bote,Casper Magico,Nicky Jam,1,16
2018,08,25,2,Te Bote,Casper Magico,Ozuna,1,16
2018,08,25,2,Te Bote,Casper Magico,Bad Bunny,1,16
2018,08,25,3,Mi Gente,J Balvin,Willy William,1,59
2018,08,25,3,Mi Gente,J Balvin,Beyonce,1,59
2018,08,25,4,X,Nicky Jam,J Balvin,2,24
2018,08,25,5,Dura,Daddy Yankee,,3,30
2018,08,25,6,El Farsante,Ozuna,Romeo Santos,1,39
2018,08,25,7,Sin Pijama,Becky G,Natti Natasha,7,17
2018,08,25,8,Oye Mujer,Raymix,,8,18
2018,08,25,9,Mala Mia,Maluma,,9,1
2018,08,25,10,Brindemos,Anuel AA,Ozuna,10,4
2018,08,25,11,Clandestino,Shakira,Maluma,9,8
2018,08,25,12,Criminal,Natti Natasha,Ozuna,5,50
2018,08,25,13,Estamos Bien,Bad Bunny,,8,7
2018,08,25,14,Mi Cama,Karol G,J Balvin,11,5
2018,08,25,14,Mi Cama,Karol G,Nicky Jam,11,5
2018,08,25,15,La Modelo,Ozuna,Cardi B,3,34
2018,08,25,16,Dame Tu Cosita,Pitbull,El Chombo,1,18
2018,08,25,16,Dame Tu Cosita,Pitbull,Karol G,1,18
2018,08,25,16,Dame Tu Cosita,Pitbull,Cutty Ranks,1,18
2018,08,25,17,Unica,Ozuna,,8,16
2018,08,25,18,Asesina,Brytiago ,Darell ,14,8
2018,08,25,18,Asesina,Brytiago ,Daddy Yankee ,14,8
2018,08,25,18,Asesina,Brytiago ,Ozuna ,14,8
2018,08,25,18,Asesina,Brytiago ,Anuel AA,14,8
2018,08,25,19,No Es Justo,J Balvin,Zion-Lennox,12,7
2018,08,25,20,Escapate Conmigo,Wisin,Ozuna,3,68
2018,08,25,21,Bella,Wolfine,,12,5
2018,08,25,22,Me Niego,Reik,Ozuna,8,25
2018,08,25,22,Me Niego,Reik,Wisin,8,25
2018,08,25,23,Felices Los 4,Maluma,,2,67
2018,08,25,24,No Me Acuerdo,Thalia,Natti Natasha,24,1
2018,08,25,25,Soy Peor,Bad Bunny,,12,50
2018,09,01,1,Despacito,Luis Fonsi,Daddy Yankee,1,84
2018,09,01,1,Despacito,Luis Fonsi,Justin Bieber,1,84
2018,09,01,2,Te Bote,Casper Magico,Nio Garcia,1,17
2018,09,01,2,Te Bote,Casper Magico,Darell,1,17
2018,09,01,2,Te Bote,Casper Magico,Nicky Jam,1,17
2018,09,01,2,Te Bote,Casper Magico,Ozuna,1,17
2018,09,01,2,Te Bote,Casper Magico,Bad Bunny,1,17
2018,09,01,3,Mi Gente,J Balvin,Willy William,1,60
2018,09,01,3,Mi Gente,J Balvin,Beyonce,1,60
2018,09,01,4,Dura,Daddy Yankee,,3,31
2018,09,01,5,X,Nicky Jam,J Balvin,2,25
2018,09,01,6,El Farsante,Ozuna,Romeo Santos,1,40
2018,09,01,7,Sin Pijama,Becky G,Natti Natasha,7,18
2018,09,01,8,Celoso,Lele Pons,,8,1
2018,09,01,9,Oye Mujer,Raymix,,8,19
2018,09,01,10,Criminal,Natti Natasha,Ozuna,5,51
2018,09,01,11,Mi Cama,Karol G,J Balvin,11,6
2018,09,01,11,Mi Cama,Karol G,Nicky Jam,11,6
2018,09,01,12,Asesina,Brytiago ,Darell ,12,9
2018,09,01,12,Asesina,Brytiago ,Daddy Yankee ,12,9
2018,09,01,12,Asesina,Brytiago ,Ozuna ,12,9
2018,09,01,12,Asesina,Brytiago ,Anuel AA,12,9
2018,09,01,13,Estamos Bien,Bad Bunny,,8,8
2018,09,01,14,Escapate Conmigo,Wisin,Ozuna,3,69
2018,09,01,15,Clandestino,Shakira,Maluma,9,9
2018,09,01,16,Brindemos,Anuel AA,Ozuna,10,5
2018,09,01,17,Unica,Ozuna,,8,17
2018,09,01,18,La Modelo,Ozuna,Cardi B,3,35
2018,09,01,19,Me Niego,Reik,Ozuna,8,26
2018,09,01,19,Me Niego,Reik,Wisin,8,26
2018,09,01,20,Bella,Wolfine,,12,6
2018,09,01,21,Felices Los 4,Maluma,,2,68
2018,09,01,22,Mala Mia,Maluma,,9,2
2018,09,01,23,No Me Acuerdo,Thalia,Natti Natasha,23,2
2018,09,01,24,Ella Quiere Beber,Anuel AA,Romeo Santos,24,1
2018,09,01,25,No Es Justo,J Balvin,Zion-Lennox,12,8
2018,09,08,1,Despacito,Luis Fonsi,Daddy Yankee,1,85
2018,09,08,1,Despacito,Luis Fonsi,Justin Bieber,1,85
2018,09,08,2,Te Bote,Casper Magico,Nio Garcia,1,18
2018,09,08,2,Te Bote,Casper Magico,Darell,1,18
2018,09,08,2,Te Bote,Casper Magico,Nicky Jam,1,18
2018,09,08,2,Te Bote,Casper Magico,Ozuna,1,18
2018,09,08,2,Te Bote,Casper Magico,Bad Bunny,1,18
2018,09,08,3,Unica,Ozuna,,3,18
2018,09,08,4,Mi Gente,J Balvin,Willy William,1,61
2018,09,08,4,Mi Gente,J Balvin,Beyonce,1,61
2018,09,08,5,Vaina Loca,Ozuna,Manuel Turizo,5,1
2018,09,08,6,Dura,Daddy Yankee,,3,32
2018,09,08,7,X,Nicky Jam,J Balvin,2,26
2018,09,08,8,El Farsante,Ozuna,Romeo Santos,1,41
2018,09,08,9,Sin Pijama,Becky G,Natti Natasha,7,19
2018,09,08,10,Me Dijeron,Ozuna,,10,1
2018,09,08,11,Ibiza,Ozuna,Romeo Santos,11,1
2018,09,08,12,Aura,Ozuna,Arthur Hanlon,12,1
2018,09,08,13,Oye Mujer,Raymix,,8,20
2018,09,08,14,La Modelo,Ozuna,Cardi B,3,36
2018,09,08,15,Criminal,Natti Natasha,Ozuna,5,52
2018,09,08,16,Quiero Mas,Ozuna,Wisin-Yandel,16,1
2018,09,08,17,Devuelveme,Ozuna,,17,1
2018,09,08,18,Mi Cama,Karol G,J Balvin,11,7
2018,09,08,18,Mi Cama,Karol G,Nicky Jam,11,7
2018,09,08,19,Escapate Conmigo,Wisin,Ozuna,3,70
2018,09,08,20,Estamos Bien,Bad Bunny,,8,9
2018,09,08,21,Pasado y Presente,Ozuna,Anuel AA,21,1
2018,09,08,22,Tu Olor,Ozuna,,22,1
2018,09,08,23,Me Niego,Reik,Ozuna,8,27
2018,09,08,23,Me Niego,Reik,Wisin,8,27
2018,09,08,24,Asesina,Brytiago ,Darell ,12,10
2018,09,08,24,Asesina,Brytiago ,Daddy Yankee ,12,10
2018,09,08,24,Asesina,Brytiago ,Ozuna ,12,10
